Mod:Item:MetaData, Localized Name
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
sonarcore:reinforcedstoneblock, Укрепленный камень
sonarcore:reinforcedstonestairs, Укрепленные каменные ступеньки
sonarcore:reinforcedstonefence, Укрепленный каменный забор
sonarcore:reinforcedstonegate, Укрепленная каменная калитка
sonarcore:reinforcedstonebrick, Укрепленный каменный кирпич
sonarcore:reinforcedstonebrickstairs, Укрепленные каменные кирпичные ступеньки
sonarcore:reinforcedstonebrickfence, Укрепленный каменный кирпичный забор
sonarcore:reinforcedstonebrickgate, Укрепленная каменная кирпичная калитка
sonarcore:reinforceddirtblock, Укрепленная грязь
sonarcore:reinforceddirtstairs, Укрепленные грязевые ступеньки
sonarcore:reinforceddirtfence, Укрепленный грязевой забор
sonarcore:reinforceddirtgate, Укрепленная грязевая калитка
sonarcore:reinforceddirtbrick, Укрепленный грязевой кирпич
sonarcore:reinforceddirtbrickstairs, Укрепленные грязевые кирпичные ступеньки
sonarcore:reinforceddirtbrickfence, Укрепленный грязевой кирпичный забор
sonarcore:reinforceddirtbrickgate, Укрепленная грязевая кирпичная калитка
sonarcore:stablestone_normal, Прочный камень
sonarcore:stablestonerimmed_normal, Обрамленный прочный камень
sonarcore:stablestoneblackrimmed_normal, Обрамленный черный прочный камень
sonarcore:stablestone_black, Черный прочный камень
sonarcore:stablestonerimmed_black, Черный обрамленный прочный камень
sonarcore:stablestoneblackrimmed_black, Черный обрамленный черный прочный камень
sonarcore:stablestone_blue, Синий прочный камень
sonarcore:stablestonerimmed_blue, Синий обрамленный прочный камень
sonarcore:stablestoneblackrimmed_blue, Синий обрамленный черный прочный камень
sonarcore:stablestone_brown, Коричневый прочный камень
sonarcore:stablestonerimmed_brown, Коричневый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_brown, Коричневый обрамленный черный прочный камень
sonarcore:stablestone_cyan, Голубой прочный камень
sonarcore:stablestonerimmed_cyan, Голубой обрамленный прочный камень
sonarcore:stablestoneblackrimmed_cyan, Голубой обрамленный черный прочный камень
sonarcore:stablestone_green, Зеленый прочный камень
sonarcore:stablestonerimmed_green, Зеленый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_green, Зеленый обрамленный черный прочный камень
sonarcore:stablestone_lightblue, Светло-синий прочный камень
sonarcore:stablestonerimmed_lightblue, Светло-синий обрамленный прочный камень
sonarcore:stablestoneblackrimmed_lightblue, Светло-синий обрамленный черный прочный камень
sonarcore:stablestone_lightgrey, Светло-серый прочный камень
sonarcore:stablestonerimmed_lightgrey, Светло-серый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_lightgrey, Светло-серый обрамленный черный прочный камень
sonarcore:stablestone_lime, Лаймовый прочный камень
sonarcore:stablestonerimmed_lime, Лаймовый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_lime, Лаймовый обрамленный черный прочный камень
sonarcore:stablestone_magenta, Пурпурный прочный камень
sonarcore:stablestonerimmed_magenta, Пурпурный обрамленный прочный камень
sonarcore:stablestoneblackrimmed_magenta, Пурпурный обрамленный черный прочный камень
sonarcore:stablestone_orange, Оранжевый прочный камень
sonarcore:stablestonerimmed_orange, Оранжевый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_orange, Оранжевый обрамленный черный прочный камень
sonarcore:stablestone_pink, Розовый прочный камень
sonarcore:stablestonerimmed_pink, Розовый обрамленный прочный камень
sonarcore:stablestoneblackrimmed_pink, Розовый обрамленный черный прочный камень
